ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HRNGK8Q242F39D34PBB9VWWD,,1,32.99,,usdc,1710119035618,1710119035618
01HRJ1HVCSNJBBZRCANVW30ATP,,3,33,,usdc,1710002597273,1710002597273
01HRGAEJSM9F8RA7E2FD1PY2JV,,26,33,,usdc,1709944818484,1709944818484
01HRG9M2N9P9PA2P85NTRWVBDH,,4,33,,usdc,1709943949993,1709943949993
01HRFXM0YVFG2TE5ERWR9ZZZ9R,,30,33,,usdc,1709931365339,1709931365339
01HREV5P0EYSHMGNA84QV1MDHR,,5,33,,usdc,1709895243790,1709895243790
01HRE4XK83NWKN7624P9HC0T6S,,10,33,,usdc,1709871910146,1709871910146
01HRDFTA71HW8BJSF8ADHPX2X5,,7,33,,usdc,1709849782497,1709849782497
01HRCZ509S1SCRW6HGDSP857JV,,10,34.97,,usdc,1709832307001,1709832307001
01HRCVBGQ6TSBYMRHNBDD4DZFS,,10,34.97,,usdc,1709828326118,1709828326118
