ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HTCYVBADQ1Z3GN4JJ45FCF4Z,buy,5,63.16799999999999,315842450,USDC,1711979464000,1711979474253
01HT92VJ5ZPVM4Q2EVHXBKHRMY,sell,20,61.047000000000004,1220944560,USDC,1711849448000,1711849457856
01HT8ZW70YH0SACH4YH5X7FV7Y,sell,1,62.32,62327509,USDC,1711846323000,1711846333471
01HT6FZ75ZCRS9V25WEWQ0C13H,sell,1,62.46,62461165,USDC,1711762536000,1711762545856
01HSVW7222RSREYC3QXF0BM9GH,sell,5,62.874,314373098,USDC,1711406272000,1711406286914
01HSVT9WSK7EGXXY0Z56KGS78N,buy,1,50,,usd,1711404282677,1711404282677
01HSVT9WSKAJ8JWC3BQ29SMWJS,sell,1,50,,usd,1711404282676,1711404282676
01HSRZXYJGW4R6RK6T10KFP2TP,buy,15,67.64733333333334,1014714525,USDC,1711309508000,1711309519441
01HSH1BW1YJYZP2KDZGERSZWC2,,2,69,,usdc,1711042588733,1711042588733
01HSCPY2RBJ54V2G7FT5K9RHGX,sell,1,65.26,65262654,USDC,1710897419000,1710897433356
