Order Type,Quantity,Price,Property ID,Order ID,Expire At,Created At
Buy,5,31,01FRRVNC2Z49RXE8Q8DKE839KR,01HRMH2KDAJTB0858915E1BNMN,1712677981347,1710086010512
Buy,10,30.01,01FRRVNC2Z49RXE8Q8DKE839KR,01HRMGP24FT385MN58JG8XJ9NQ,1712677570514,1710085600851
Buy,4,30,01FRRVNC2Z49RXE8Q8DKE839KR,01HRJ6YNXEEDZEZPE74A3EKYEV,1712596659582,1710008287983
Buy,2,26,01FRRVNC2Z49RXE8Q8DKE839KR,01HRAFRZ0F1H5NA88316GTWM4B,1712337472468,1709749112100
Sell,1,38.99,01FRRVNC2Z49RXE8Q8DKE839KR,01HRMW9WG2065KCXNF3KGT632Q,1712689753604,1710097789278
Sell,22,39,01FRRVNC2Z49RXE8Q8DKE839KR,01HQVE8S7Q3X8EQ21JHXFXRSMY,1711836164983,1709244204988
Sell,1,41.03,01FRRVNC2Z49RXE8Q8DKE839KR,01HQVRA8MQX9P3ET8SC39EX27C,1711846711602,1709254742262
Sell,20,43.8,01FRRVNC2Z49RXE8Q8DKE839KR,01HP9YZ7CCBF73ACADS4FY5DDR,1710175954146,1707583997860
Sell,5,45,01FRRVNC2Z49RXE8Q8DKE839KR,01HRK7YH2WSG7A0F3E6NQ9M6GH,1712631245177,1710042885285
Sell,93,48.99,01FRRVNC2Z49RXE8Q8DKE839KR,01HRG7SMRK89FQTWBBFVR8Q2G8,1712530430719,1709942061264
Sell,155,49,01FRRVNC2Z49RXE8Q8DKE839KR,01HR69WC1BHGDHHXE9Z2Z6S6WV,1712197056908,1709608705722
Sell,2,49.5,01FRRVNC2Z49RXE8Q8DKE839KR,01HPE1P4SZVW3E0NDQK7K9YA69,1710313014907,1707721065028
Sell,6,49.99,01FRRVNC2Z49RXE8Q8DKE839KR,01HQDSPMSQNXF91GRW4Y55GSE9,1711374790657,1708786432127
Sell,87,52,01FRRVNC2Z49RXE8Q8DKE839KR,01HPG9C39J25XK50R86C4SX906,1710384589114,1707796231056
Sell,17,53.84,01FRRVNC2Z49RXE8Q8DKE839KR,01HPX0390M3F15TYXPKNYCX9FQ,1710811079754,1708222712320
