Order Type,Quantity,Price,Property ID,Order ID,Expire At,Created At
Buy,20,25,01GF3XG5EMM2K9VBR4C7YYWT6J,01HPWDSCXRNQW2VTPQ7VX0BZ7G,1710791887629,1708203514569
Sell,1,39.98,01GF3XG5EMM2K9VBR4C7YYWT6J,01HRMXTP2HJT63ZDB370C7XNJ8,1712691351833,1710099382745
Sell,1,39.99,01GF3XG5EMM2K9VBR4C7YYWT6J,01HRMPBDCTEWSKMQZ540VCS162,1712683505520,1710091542363
Sell,1,40,01GF3XG5EMM2K9VBR4C7YYWT6J,01HRGF28ABZD8YGVE9QXQ8XQX3,1712538044273,1709949683888
Sell,33,40.99,01GF3XG5EMM2K9VBR4C7YYWT6J,01HRG5DWSMWSC0WDN99CNTSX6B,1712527945256,1709939581285
Sell,1,42,01GF3XG5EMM2K9VBR4C7YYWT6J,01HRDEYHHJHK2V50AADRXFED8Z,1712437248034,1709848900173
Sell,9,43.75,01GF3XG5EMM2K9VBR4C7YYWT6J,01HQNBQPKG7C5F4V13WS344EAS,1711628582936,1709040222289
Sell,1,47.99,01GF3XG5EMM2K9VBR4C7YYWT6J,01HQGW44YNCDX7QMP6S918EEEC,1711477955401,1708889636635
Sell,1,48.04,01GF3XG5EMM2K9VBR4C7YYWT6J,01HQGGWTA9Y3DAKX65NCXSE8HP,1711466207472,1708877861128
Sell,3,49.04,01GF3XG5EMM2K9VBR4C7YYWT6J,01HQ15HQMSNHHN1A81KSW6ST38,1710951014020,1708362645896
Sell,8,51.3,01GF3XG5EMM2K9VBR4C7YYWT6J,01HPAJZB8PH25D7X88C8E585QT,1710193338782,1707604974134
