ID,Type,Quantity,Price,Amount Crypto,Payment Currency,Created At,Updated At
01HRJ924W8K8BR73696YV96DJM,,1,60.5,,usdc,1710010471303,1710010471303
01HRDCJPAZQ0J02ECNZGD45Z2J,,2,60.5,,usdc,1709846387039,1709846387039
01HRCY1QERJX6VXS2F9GQ64JX2,,1,55,,usdc,1709831151063,1709831151063
01HRB2V74A7RW9BGKDWT3JPZKG,,1,60.5,,usdc,1709769071753,1709769071753
01HRB2Q35QPM824SP2SWAR0AZQ,,1,60.5,,usdc,1709768936631,1709768936631
01HQNERDBDTDNT6NQ4VEEPEEZQ,,2,58,,usdc,1709043365229,1709043365229
01HQKDWF9JWFHWB4B915AEXWTM,,2,55,,usdc,1708975340850,1708975340850
01HQ5SBHYTAQP6JQSBN26ZWST6,,1,50,,usdc,1708517607386,1708517607386
01HPYE3MBSY0V0Q32QY0GT1N2J,,1,62,,usdc,1708270932345,1708270932345
01HPSHK1A4PBTT0DCN687ZXRXB,,1,60,,usdc,1708106810692,1708106810692
